timestamp,value
1764020095.2958376,672.0
1764020095.2958376,656.0
1764020095.2958376,647.0
1764020095.2958376,638.0
1764020095.2974417,628.0
1764020095.2974417,632.0
1764020095.2974417,637.0
1764020095.2974417,657.0
1764020095.2974417,673.0
1764020095.2974417,661.0
1764020095.2974417,641.0
1764020095.2974417,621.0
1764020095.2974417,618.0
1764020095.2974417,625.0
1764020095.2974417,641.0
1764020095.2974417,661.0
1764020095.2974417,666.0
1764020095.2974417,646.0
1764020095.2974417,628.0
1764020095.2974417,621.0
1764020095.3006282,626.0
1764020095.3006282,637.0
1764020095.3022115,654.0
1764020095.3022115,664.0
1764020095.3022115,648.0
1764020095.3022115,651.0
1764020095.3022115,637.0
1764020095.3022115,631.0
1764020095.4095552,649.0
1764020095.4095552,659.0
1764020095.4095552,678.0
1764020095.4095552,682.0
1764020095.4095552,669.0
1764020095.4095552,652.0
1764020095.4095552,636.0
1764020095.4095552,640.0
1764020095.4095552,652.0
1764020095.4095552,670.0
1764020095.4095552,683.0
1764020095.4095552,680.0
1764020095.4743042,668.0
1764020095.4743042,649.0
1764020095.4743042,642.0
1764020095.4743042,661.0
1764020095.4743042,685.0
1764020095.4743042,696.0
1764020095.4743042,710.0
1764020095.4743042,697.0
1764020095.4743042,672.0
1764020095.4743042,665.0
1764020095.4743042,667.0
1764020095.4743042,678.0
1764020095.4743042,693.0
1764020095.4743042,702.0
1764020095.4743042,700.0
1764020095.4743042,685.0
1764020095.4743042,664.0
1764020095.4743042,650.0
1764020095.4799957,661.0
1764020095.4799957,696.0
1764020095.4799957,710.0
1764020095.4799957,704.0
1764020095.480593,691.0
1764020095.480593,675.0
1764020095.480593,675.0
1764020095.480593,681.0
1764020095.480593,689.0
1764020095.480593,702.0
1764020095.480593,717.0
1764020095.480593,719.0
1764020095.4831986,706.0
1764020095.4831986,691.0
1764020095.4831986,676.0
1764020095.4831986,679.0
1764020095.4831986,698.0
1764020095.4831986,711.0
1764020095.4831986,719.0
1764020095.4831986,714.0
1764020095.4831986,705.0
1764020095.4831986,699.0
1764020095.4831986,699.0
1764020095.4831986,709.0
1764020095.4831986,724.0
1764020095.4831986,737.0
1764020095.4889143,736.0
1764020095.4889143,728.0
1764020095.4889143,718.0
1764020095.4889143,709.0
1764020095.4889143,709.0
1764020095.4917974,722.0
1764020095.4917974,733.0
1764020095.4917974,746.0
1764020095.4917974,742.0
1764020095.4917974,730.0
1764020095.4917974,715.0
1764020095.4917974,717.0
1764020095.4917974,726.0
1764020095.4917974,738.0
1764020095.4917974,745.0
1764020095.4917974,742.0
1764020095.4917974,737.0
1764020095.4917974,730.0
1764020095.4917974,720.0
1764020095.4917974,721.0
1764020095.4917974,736.0
1764020095.4917974,748.0
1764020095.4917974,753.0
1764020095.4917974,748.0
1764020095.4917974,739.0
1764020095.4917974,729.0
1764020095.4917974,726.0
1764020095.4917974,729.0
1764020095.4917974,738.0
1764020095.4917974,744.0
1764020095.4917974,739.0
1764020095.4917974,738.0
1764020095.4917974,729.0
1764020095.4917974,725.0
1764020095.4917974,727.0
1764020095.4917974,731.0
1764020095.4917974,736.0
1764020095.4917974,745.0
1764020095.4917974,743.0
1764020095.4917974,734.0
1764020095.4917974,722.0
1764020095.4917974,717.0
1764020095.4917974,722.0
1764020095.4917974,736.0
1764020095.4917974,745.0
1764020095.4917974,748.0
1764020095.4917974,740.0
1764020095.4917974,727.0
1764020095.4917974,715.0
1764020095.4917974,714.0
1764020095.4917974,719.0
1764020095.4917974,728.0
1764020095.4917974,736.0
1764020095.4917974,730.0
1764020095.4917974,724.0
1764020095.4917974,713.0
1764020095.4917974,706.0
1764020095.4917974,709.0
1764020095.4917974,718.0
1764020095.4917974,728.0
1764020095.4917974,736.0
1764020095.5050461,732.0
1764020095.5050461,726.0
1764020095.5050461,713.0
1764020095.5050461,702.0
1764020095.5050461,702.0
1764020095.5050461,713.0
1764020095.5050461,723.0
1764020095.5050461,731.0
1764020095.5050461,722.0
1764020095.5050461,711.0
1764020095.5050461,703.0
1764020095.5050461,693.0
1764020095.5050461,696.0
1764020095.5050461,709.0
1764020095.5050461,724.0
1764020095.5050461,727.0
1764020095.5050461,716.0
1764020095.5050461,702.0
1764020095.521153,691.0
1764020095.521153,690.0
1764020095.521153,697.0
1764020095.521153,709.0
1764020095.521153,718.0
1764020095.521153,716.0
1764020095.521153,706.0
1764020095.521153,692.0
1764020095.521153,683.0
1764020095.521153,688.0
1764020095.521153,698.0
1764020095.521153,711.0
1764020095.521153,716.0
1764020095.521153,706.0
1764020095.521153,701.0
1764020095.521153,686.0
1764020095.521153,680.0
1764020095.521153,692.0
1764020095.521153,702.0
1764020095.521153,713.0
1764020095.521153,715.0
1764020095.521153,709.0
1764020095.521153,695.0
1764020095.521153,680.0
1764020095.521153,676.0
1764020095.521153,692.0
1764020095.521153,705.0
1764020095.521153,716.0
1764020095.521153,711.0
1764020095.521153,702.0
1764020095.521153,686.0
1764020095.521153,680.0
1764020095.521153,680.0
1764020095.521153,699.0
1764020095.521153,711.0
1764020095.521153,713.0
1764020095.521153,706.0
1764020095.521153,694.0
1764020095.521153,678.0
1764020095.521153,676.0
1764020095.521153,688.0
1764020095.521153,698.0
1764020095.521153,709.0
1764020095.521153,709.0
1764020095.521153,698.0
1764020095.521153,682.0
1764020095.521153,672.0
1764020095.521153,671.0
1764020095.521153,675.0
1764020095.521153,696.0
1764020095.521153,711.0
1764020095.521153,708.0
1764020095.521153,695.0
1764020095.521153,687.0
1764020095.521153,676.0
1764020095.521153,675.0
1764020095.521153,683.0
1764020095.521153,695.0
1764020095.521153,708.0
1764020095.521153,707.0
1764020095.521153,695.0
1764020095.521153,683.0
1764020095.521153,670.0
1764020095.521153,674.0
1764020095.521153,686.0
1764020095.521153,698.0
1764020095.521153,707.0
1764020095.521153,702.0
1764020095.521153,691.0
1764020095.521153,672.0
1764020095.521153,669.0
1764020095.521153,671.0
1764020095.521153,682.0
1764020095.521153,704.0
1764020095.521153,710.0
1764020095.521153,702.0
1764020095.521153,693.0
1764020095.521153,677.0
1764020095.521153,667.0
1764020095.521153,670.0
1764020095.521153,678.0
1764020095.521153,692.0
1764020095.521153,704.0
1764020095.521153,704.0
1764020095.521153,698.0
