timestamp,value
1764020194.9831698,640.0
1764020194.9931228,654.0
1764020194.9931228,668.0
1764020194.9931228,669.0
1764020194.9931228,658.0
1764020194.9931228,647.0
1764020194.9931228,638.0
1764020194.9931228,642.0
1764020194.9931228,655.0
1764020194.9931228,670.0
1764020194.9931228,684.0
1764020194.9948158,685.0
1764020194.9948158,678.0
1764020194.9948158,664.0
1764020194.9948158,654.0
1764020194.9948158,659.0
1764020194.9948158,671.0
1764020194.9948158,687.0
1764020194.9948158,694.0
1764020194.9948158,685.0
1764020194.9948158,673.0
1764020194.9948158,654.0
1764020194.9948158,649.0
1764020194.9948158,655.0
1764020194.9948158,669.0
1764020194.9948158,682.0
1764020194.9948158,684.0
1764020194.9948158,674.0
1764020194.996072,658.0
1764020194.996072,643.0
1764020194.996072,640.0
1764020194.996072,648.0
1764020194.996072,660.0
1764020194.996072,671.0
1764020194.996072,667.0
1764020194.996072,656.0
1764020194.996072,641.0
1764020194.996072,626.0
1764020194.996072,626.0
1764020194.996072,639.0
1764020194.996072,651.0
1764020194.996072,654.0
1764020194.996072,643.0
1764020194.996072,628.0
1764020194.996072,611.0
1764020194.996072,605.0
1764020194.996072,616.0
1764020194.996072,628.0
1764020194.996072,634.0
1764020194.996072,632.0
1764020194.996072,621.0
1764020194.996072,604.0
1764020194.996072,596.0
1764020194.996072,598.0
1764020194.996072,610.0
1764020194.996072,625.0
1764020194.996072,627.0
1764020194.996072,614.0
1764020194.996072,599.0
1764020194.996072,583.0
1764020194.996072,590.0
1764020194.996072,595.0
1764020194.996072,600.0
1764020194.996072,607.0
1764020194.996072,601.0
1764020194.996072,583.0
1764020194.996072,564.0
1764020194.996072,558.0
1764020194.996072,561.0
1764020194.996072,571.0
1764020194.996072,578.0
1764020194.996072,576.0
1764020194.996072,559.0
1764020194.996072,538.0
1764020194.996072,520.0
1764020195.1315236,520.0
1764020195.1334205,526.0
1764020195.147968,532.0
1764020195.147968,534.0
1764020195.1504881,511.0
1764020195.1504881,490.0
1764020195.1504881,472.0
1764020195.1504881,467.0
1764020195.1504881,473.0
1764020195.1504881,475.0
1764020195.1504881,471.0
1764020195.1548705,456.0
1764020195.1562705,439.0
1764020195.160636,421.0
1764020195.160636,412.0
1764020195.160636,415.0
1764020195.160636,427.0
1764020195.160636,426.0
1764020195.160636,424.0
1764020195.160636,413.0
1764020195.160636,398.0
1764020195.160636,382.0
1764020195.160636,381.0
1764020195.160636,393.0
1764020195.1745622,403.0
1764020195.1745622,409.0
1764020195.1745622,401.0
1764020195.1745622,396.0
1764020195.1745622,372.0
1764020195.1745622,344.0
1764020195.1745622,344.0
1764020195.1745622,348.0
1764020195.1745622,356.0
1764020195.1745622,356.0
1764020195.1745622,340.0
1764020195.1745622,331.0
1764020195.1745622,322.0
1764020195.1745622,322.0
1764020195.1745622,323.0
1764020195.1745622,333.0
1764020195.1745622,341.0
1764020195.1745622,335.0
1764020195.1745622,324.0
1764020195.1745622,311.0
1764020195.1745622,312.0
1764020195.1745622,325.0
1764020195.1745622,343.0
1764020195.1745622,358.0
1764020195.1745622,356.0
1764020195.1745622,346.0
1764020195.1745622,334.0
1764020195.1745622,327.0
1764020195.1745622,332.0
1764020195.1745622,345.0
1764020195.1745622,363.0
1764020195.1745622,373.0
1764020195.1745622,371.0
1764020195.1745622,361.0
1764020195.1745622,351.0
1764020195.1745622,344.0
1764020195.1745622,349.0
1764020195.1745622,364.0
1764020195.1745622,386.0
1764020195.1745622,414.0
1764020195.1745622,414.0
1764020195.1745622,379.0
1764020195.1745622,367.0
1764020195.1745622,368.0
1764020195.1745622,378.0
1764020195.1745622,394.0
1764020195.1745622,411.0
1764020195.1745622,419.0
1764020195.1745622,417.0
1764020195.1745622,408.0
1764020195.1745622,391.0
1764020195.1745622,392.0
1764020195.1745622,406.0
1764020195.1745622,425.0
1764020195.1745622,442.0
1764020195.1745622,441.0
1764020195.1745622,435.0
1764020195.1745622,429.0
1764020195.1745622,423.0
