timestamp,value,gesture
1764099110.8787608,535.0,round
1764019492.1939695,432.0,round
1764099510.839359,976.0,up_down
1764099128.728197,258.0,round
1764020112.317834,558.0,up_down
1764020203.5120845,251.0,shoot
1764099403.1222894,606.0,shoot
1764099505.596982,631.0,up_down
1764099475.1810813,0.0,up_down
1764099392.6569164,659.0,shoot
1764099405.3576548,795.0,shoot
1764019556.556782,480.0,round
1764020119.697014,488.0,up_down
1764020204.0931048,846.0,shoot
1764019527.9630215,1023.0,round
1764020224.3302653,295.0,shoot
1764099128.902437,507.0,round
1764019524.4473193,206.0,round
1764020138.330858,660.0,up_down
1764020206.179983,649.0,shoot
1764099409.377252,229.0,shoot
1764020214.9316983,194.0,shoot
1764099114.9061162,561.0,round
1764099370.7881744,764.0,shoot
1764099408.9713454,606.0,shoot
1764019473.5799985,1.0,round
1764020245.73587,708.0,shoot
1764020130.785741,528.0,up_down
1764099401.938524,619.0,shoot
1764099134.858903,428.0,round
1764099515.2653203,1023.0,up_down
1764019495.9536457,1014.0,round
1764099125.0515602,647.0,round
1764019509.3595204,719.0,round
1764019502.9438806,612.0,round
1764019492.1939695,369.0,round
1764099507.333482,1023.0,up_down
1764020223.6394162,297.0,shoot
1764019505.5288403,833.0,round
1764099418.8847928,569.0,shoot
1764099135.1407478,346.0,round
1764020220.518613,334.0,shoot
1764099121.1109445,56.0,round
1764019480.905342,562.0,round
1764020230.617989,585.0,shoot
1764020143.9119165,579.0,up_down
1764099414.0747197,747.0,shoot
1764099107.1004505,251.0,round
1764099414.7896545,533.0,shoot
1764099502.8858457,1023.0,up_down
1764020131.0113902,458.0,up_down
1764099487.594323,585.0,up_down
1764099122.9506009,404.0,round
1764019485.2143862,715.0,round
1764020132.7410736,584.0,up_down
1764019485.999667,1.0,round
1764099151.2170277,489.0,round
1764099113.4817755,748.0,round
1764099397.5060754,100.0,shoot
1764019474.1439347,595.0,round
1764020142.664188,785.0,up_down
1764099510.3262866,54.0,up_down
1764099514.9465775,383.0,up_down
1764099499.3877666,1005.0,up_down
1764020213.7998035,745.0,shoot
1764099141.4794354,760.0,round
1764099500.9537942,516.0,up_down
1764020123.8417735,582.0,up_down
1764099150.9657395,566.0,round
1764099398.9343965,606.0,shoot
1764020137.7801423,557.0,up_down
1764099392.6249688,456.0,shoot
1764099116.265293,591.0,round
1764099384.4587123,136.0,shoot
1764099487.0995986,501.0,up_down
1764019486.3684626,412.0,round
1764099518.254826,610.0,up_down
1764099129.0622566,670.0,round
1764020197.5964642,679.0,shoot
1764020116.9060345,538.0,up_down
1764020133.3307238,468.0,up_down
1764019500.821728,329.0,round
1764099383.886202,736.0,shoot
1764019510.1924334,259.0,round
1764019550.8565156,721.0,round
1764099505.290256,74.0,up_down
1764099144.2089982,581.0,round
1764099477.5735517,132.0,up_down
1764099148.1726243,588.0,round
1764099408.781259,735.0,shoot
1764019501.7670355,712.0,round
1764020136.4270954,686.0,up_down
1764099127.326151,542.0,round
1764020211.5334578,544.0,shoot
1764019555.5422482,615.0,round
1764099379.1331415,560.0,shoot
1764020135.9797175,440.0,up_down
1764020210.6369977,0.0,shoot
1764020243.4381464,688.0,shoot
1764020195.195017,616.0,shoot
1764099376.464265,310.0,shoot
1764099472.5126426,20.0,up_down
1764019533.72453,196.0,round
1764020154.616779,451.0,up_down
1764020204.659581,683.0,shoot
1764099476.0492294,0.0,up_down
1764019507.4855618,1023.0,round
1764020137.442399,504.0,up_down
1764019557.9649248,701.0,round
1764020105.9174533,505.0,up_down
1764020226.6031916,284.0,shoot
1764020123.9159186,641.0,up_down
1764020141.7943714,792.0,up_down
1764020154.829368,531.0,up_down
1764099498.2734754,686.0,up_down
1764020096.776445,573.0,up_down
1764019505.849429,596.0,round
1764099111.8615775,600.0,round
1764099464.7930791,0.0,up_down
1764099370.200519,250.0,shoot
1764099134.8863688,627.0,round
1764099142.7440507,665.0,round
1764019536.30888,383.0,round
1764099487.717222,236.0,up_down
1764099122.411674,617.0,round
1764099412.1152112,674.0,shoot
